_row_id,batch_id,augment_id,augment_name,augment_img,trend,color_type,description,all_pick_rate_main,all_pick_rate_sub,avg_ranking,pick_rate_4,pick_rate_1,raw_json
220,4,10581,战时补给：女神之泪,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/griefofthegreatgoddess1.png,2,1,获得1个【女神之泪】。在你的队伍消耗6500法力值后，额外获得2个。  已消耗的法力值：0,0.15,0.01,4.2,57.53,10.95,"{""id"":10581,""name"":""战时补给：女神之泪"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/griefofthegreatgoddess1.png"",""trend"":2,""extraData"":{""colorType"":1,""desc"":""获得1个【女神之泪】。在你的队伍消耗6500法力值后，额外获得2个。  已消耗的法力值：0"",""stage"":[{""stagePickRate"":1.37,""avgRanking"":4.12},{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[0.15,0.01],""avgRanking"":4.2,""pickRate_4"":57.53,""pickRate_1"":10.95}"
221,4,2127,变形重组器,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/recombobulator1.png,0,1,你棋盘上的弈子们会永久变形为一个比自身高1费的随机弈子（最大5费）。获得2个【装备拆卸器】。,0.15,0.01,4.78,45.07,12.67,"{""id"":2127,""name"":""变形重组器"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/recombobulator1.png"",""trend"":0,""extraData"":{""colorType"":1,""desc"":""你棋盘上的弈子们会永久变形为一个比自身高1费的随机弈子（最大5费）。获得2个【装备拆卸器】。"",""stage"":[{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":1.47,""avgRanking"":4.78},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[0.15,0.01],""avgRanking"":4.78,""pickRate_4"":45.07,""pickRate_1"":12.67}"
222,4,3486,珍藏财宝,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/buriedtreasureslegend3.png,0,3,立刻以及接下来的5个回合开始时，获得1个随机基础装备。,0.14,0.01,4.2,58.2,4.47,"{""id"":3486,""name"":""珍藏财宝"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/buriedtreasureslegend3.png"",""trend"":0,""extraData"":{""colorType"":3,""desc"":""立刻以及接下来的5个回合开始时，获得1个随机基础装备。"",""stage"":[{""stagePickRate"":1.1,""avgRanking"":4.28},{""stagePickRate"":0.2,""avgRanking"":4.2},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[0.14,0.01],""avgRanking"":4.2,""pickRate_4"":58.2,""pickRate_1"":4.47}"
223,4,30006,灵活摇摆,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/flexible3.png,0,3,获得1个随机纹章。在每个阶段开始时，获得1个随机纹章。你的队伍每携带一个纹章，就会获得40生命值。,0.14,0.01,4.49,49.23,13.84,"{""id"":30006,""name"":""灵活摇摆"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/flexible3.png"",""trend"":0,""extraData"":{""colorType"":3,""desc"":""获得1个随机纹章。在每个阶段开始时，获得1个随机纹章。你的队伍每携带一个纹章，就会获得40生命值。"",""stage"":[{""stagePickRate"":1.1,""avgRanking"":4.54},{""stagePickRate"":0.14,""avgRanking"":5.85},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[0.14,0.01],""avgRanking"":4.49,""pickRate_4"":49.23,""pickRate_1"":13.84}"
224,4,20612,三相庇护,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/infinityprotection2.png,0,2,立刻获得4金币。在阶段3-7，获得1个【三相之力】。【三相之力】为同一排的己方弈子们提供一个15%生命值护盾。  2023【怪兽来袭】全球总决赛,0.13,0.01,4.67,46.87,12.5,"{""id"":20612,""name"":""三相庇护"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/infinityprotection2.png"",""trend"":0,""extraData"":{""colorType"":2,""desc"":""立刻获得4金币。在阶段3-7，获得1个【三相之力】。【三相之力】为同一排的己方弈子们提供一个15%生命值护盾。  2023【怪兽来袭】全球总决赛"",""stage"":[{""stagePickRate"":1.1,""avgRanking"":4.43},{""stagePickRate"":0.16,""avgRanking"":6.5},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[0.13,0.01],""avgRanking"":4.67,""pickRate_4"":46.87,""pickRate_1"":12.5}"
225,4,20657,德玛西亚万岁,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/demaciaforever2.png,0,2,【德玛西亚】弈子们在他们每次【重振旗鼓】时，会永久获得3生命值。每3次【重振旗鼓】，他们还会永久获得1.5%物理加成和法术加成。获得1个【嘉文四世】、1个【娑娜】和1个【赵信】。,0.13,0.01,5.53,33.33,4.76,"{""id"":20657,""name"":""德玛西亚万岁"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/demaciaforever2.png"",""trend"":0,""extraData"":{""colorType"":2,""desc"":""【德玛西亚】弈子们在他们每次【重振旗鼓】时，会永久获得3生命值。每3次【重振旗鼓】，他们还会永久获得1.5%物理加成和法术加成。获得1个【嘉文四世】、1个【娑娜】和1个【赵信】。"",""stage"":[{""stagePickRate"":1.29,""avgRanking"":5.56},{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[0.13,0.01],""avgRanking"":5.53,""pickRate_4"":33.33,""pickRate_1"":4.76}"
226,4,1019,并肩作战 I,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/standunited1.png,0,1,在你的队伍之中，每有一个已激活的非唯一羁绊，你的弈子就会获得1.5%物理加成和1.5%法术加成。  当前加成：0%【物理加成】0%【法术加成】,0.13,0.01,4.59,50,9.67,"{""id"":1019,""name"":""并肩作战 I"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/standunited1.png"",""trend"":0,""extraData"":{""colorType"":1,""desc"":""在你的队伍之中，每有一个已激活的非唯一羁绊，你的弈子就会获得1.5%物理加成和1.5%法术加成。  当前加成：0%【物理加成】0%【法术加成】"",""stage"":[{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0.66,""avgRanking"":4.28},{""stagePickRate"":0.62,""avgRanking"":4.93}]},""allPickRate"":[0.13,0.01],""avgRanking"":4.59,""pickRate_4"":50,""pickRate_1"":9.67}"
227,4,2133,好事成双 II,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/doubletrouble2.png,1,2,如果你恰好登场了相同英雄的2个弈子，那么他们都会获得30%物理加成和30%法术加成、护甲和魔抗。当你将弈子升到3星时，获得该英雄的1个2星弈子。,0.13,0.01,4.77,48.38,0,"{""id"":2133,""name"":""好事成双 II"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/doubletrouble2.png"",""trend"":1,""extraData"":{""colorType"":2,""desc"":""如果你恰好登场了相同英雄的2个弈子，那么他们都会获得30%物理加成和30%法术加成、护甲和魔抗。当你将弈子升到3星时，获得该英雄的1个2星弈子。"",""stage"":[{""stagePickRate"":1.29,""avgRanking"":4.77},{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[0.13,0.01],""avgRanking"":4.77,""pickRate_4"":48.38,""pickRate_1"":0}"
228,4,30652,班德尔奖金 II,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/bandlebounty3.png,1,3,每有1个你已经解锁的【约德尔人】弈子，以及之后每解锁1个【约德尔人】弈子，获得2金币。通往班德尔城的小径，会揭示隐藏的【(10)约德尔人】羁绊！获得1个【崔丝塔娜】和【提莫】。,0.13,0.01,3.4,63.33,48.33,"{""id"":30652,""name"":""班德尔奖金 II"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/bandlebounty3.png"",""trend"":1,""extraData"":{""colorType"":3,""desc"":""每有1个你已经解锁的【约德尔人】弈子，以及之后每解锁1个【约德尔人】弈子，获得2金币。通往班德尔城的小径，会揭示隐藏的【(10)约德尔人】羁绊！获得1个【崔丝塔娜】和【提莫】。"",""stage"":[{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":1.2,""avgRanking"":3.41},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[0.13,0.01],""avgRanking"":3.4,""pickRate_4"":63.33,""pickRate_1"":48.33}"
229,4,30021,值得等待 II,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/worththewait3.png,2,3,获得一个随机2费弈子的2个1星版本。每回合开始时都会获得该弈子的一个1星版本，持续至本局游戏结束。（弈子：？？？）,0.12,0,5,40.35,12.28,"{""id"":30021,""name"":""值得等待 II"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/worththewait3.png"",""trend"":2,""extraData"":{""colorType"":3,""desc"":""获得一个随机2费弈子的2个1星版本。每回合开始时都会获得该弈子的一个1星版本，持续至本局游戏结束。（弈子：？？？）"",""stage"":[{""stagePickRate"":1.04,""avgRanking"":4.98},{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[0.12,0],""avgRanking"":5,""pickRate_4"":40.35,""pickRate_1"":12.28}"
230,4,20568,鲜血祭品,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/trailofblood2.png,0,2,获得1个【汲取剑】。战斗开始时：携带【汲取剑】的己方弈子失去20%生命值，但是获得一个30%生命值的护盾和10%物理加成。,0.1,0,4.72,48,6,"{""id"":20568,""name"":""鲜血祭品"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/trailofblood2.png"",""trend"":0,""extraData"":{""colorType"":2,""desc"":""获得1个【汲取剑】。战斗开始时：携带【汲取剑】的己方弈子失去20%生命值，但是获得一个30%生命值的护盾和10%物理加成。"",""stage"":[{""stagePickRate"":0.47,""avgRanking"":4.39},{""stagePickRate"":0.45,""avgRanking"":4.95},{""stagePickRate"":0.1,""avgRanking"":5.2}]},""allPickRate"":[0.1,0],""avgRanking"":4.72,""pickRate_4"":48,""pickRate_1"":6}"
231,4,20021,值得等待,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/worththewait2.png,0,2,获得1个随机的1费弈子。每回合开始时都会获得该弈子的又一个1星版本，持续至本局游戏结束。（弈子：？？？）,0.1,0,5.22,32.65,8.16,"{""id"":20021,""name"":""值得等待"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/worththewait2.png"",""trend"":0,""extraData"":{""colorType"":2,""desc"":""获得1个随机的1费弈子。每回合开始时都会获得该弈子的又一个1星版本，持续至本局游戏结束。（弈子：？？？）"",""stage"":[{""stagePickRate"":0.95,""avgRanking"":5.23},{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[0.1,0],""avgRanking"":5.22,""pickRate_4"":32.65,""pickRate_1"":8.16}"
232,4,2023,应急护甲 II,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/makeshift2.png,1,2,己方没有携带任何装备的弈子们，都会获得50护甲和魔抗。,0.1,0,5.18,39.58,8.33,"{""id"":2023,""name"":""应急护甲 II"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/makeshift2.png"",""trend"":1,""extraData"":{""colorType"":2,""desc"":""己方没有携带任何装备的弈子们，都会获得50护甲和魔抗。"",""stage"":[{""stagePickRate"":0.37,""avgRanking"":5.16},{""stagePickRate"":0.52,""avgRanking"":5.24},{""stagePickRate"":0.1,""avgRanking"":5}]},""allPickRate"":[0.1,0],""avgRanking"":5.18,""pickRate_4"":39.58,""pickRate_1"":8.33}"
233,4,2131,战争财宝 II,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/spoilsofwarlegend2.png,1,2,敌人在被击杀时有30%几率掉落战利品。,0.1,0,4.72,39.58,10.41,"{""id"":2131,""name"":""战争财宝 II"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/spoilsofwarlegend2.png"",""trend"":1,""extraData"":{""colorType"":2,""desc"":""敌人在被击杀时有30%几率掉落战利品。"",""stage"":[{""stagePickRate"":0.75,""avgRanking"":4.72},{""stagePickRate"":0.2,""avgRanking"":4.9},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[0.1,0],""avgRanking"":4.72,""pickRate_4"":39.58,""pickRate_1"":10.41}"
234,4,30638,巨龙卫士,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/uncompromisingwill3.png,0,3,获得1个【希瓦娜】和1个2星【嘉文四世】。当【嘉文四世】施放技能时，【希瓦娜】获得护盾。当【希瓦娜】施放技能时，【嘉文四世】会跳向敌人，基于他的护甲和魔抗造成伤害。在每场玩家对战回合结束后，获得1个【嘉文四世】。,0.1,0,4.89,41.66,4.16,"{""id"":30638,""name"":""巨龙卫士"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/uncompromisingwill3.png"",""trend"":0,""extraData"":{""colorType"":3,""desc"":""获得1个【希瓦娜】和1个2星【嘉文四世】。当【嘉文四世】施放技能时，【希瓦娜】获得护盾。当【希瓦娜】施放技能时，【嘉文四世】会跳向敌人，基于他的护甲和魔抗造成伤害。在每场玩家对战回合结束后，获得1个【嘉文四世】。"",""stage"":[{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":1,""avgRanking"":4.89}]},""allPickRate"":[0.1,0],""avgRanking"":4.89,""pickRate_4"":41.66,""pickRate_1"":4.16}"
235,4,2276,幸运手套,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/luckygloves3.png,0,3,【秘法手套】总会为你的弈子们提供推荐装备。获得2个【拳套】。,0.1,0,5.23,38.29,4.25,"{""id"":2276,""name"":""幸运手套"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/luckygloves3.png"",""trend"":0,""extraData"":{""colorType"":3,""desc"":""【秘法手套】总会为你的弈子们提供推荐装备。获得2个【拳套】。"",""stage"":[{""stagePickRate"":0.68,""avgRanking"":5.03},{""stagePickRate"":0.16,""avgRanking"":6.25},{""stagePickRate"":0.12,""avgRanking"":5}]},""allPickRate"":[0.1,0],""avgRanking"":5.23,""pickRate_4"":38.29,""pickRate_1"":4.25}"
236,4,10252,腐蚀,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/corrosion1.png,0,1,前两排的敌方弈子们每2秒损失4护甲和魔抗。,0.1,0,4.55,46.8,12.76,"{""id"":10252,""name"":""腐蚀"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/corrosion1.png"",""trend"":0,""extraData"":{""colorType"":1,""desc"":""前两排的敌方弈子们每2秒损失4护甲和魔抗。"",""stage"":[{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0.72,""avgRanking"":4.48},{""stagePickRate"":0.25,""avgRanking"":4.75}]},""allPickRate"":[0.1,0],""avgRanking"":4.55,""pickRate_4"":46.8,""pickRate_1"":12.76}"
237,4,20672,破败之王,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/ruinedking2.png,1,2,获得1个2星【佛耶戈】。你最强大的那个【佛耶戈】将其30%被动效果分享给其他的【暗影岛】友军。在收集100个灵魂后，他的技能会升级。,0.1,0,5.4,27.65,4.25,"{""id"":20672,""name"":""破败之王"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/ruinedking2.png"",""trend"":1,""extraData"":{""colorType"":2,""desc"":""获得1个2星【佛耶戈】。你最强大的那个【佛耶戈】将其30%被动效果分享给其他的【暗影岛】友军。在收集100个灵魂后，他的技能会升级。"",""stage"":[{""stagePickRate"":0.91,""avgRanking"":5.4},{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[0.1,0],""avgRanking"":5.4,""pickRate_4"":27.65,""pickRate_1"":4.25}"
238,4,1023,应急护甲,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/makeshift1.png,0,1,己方没有携带任何装备的弈子们，都会获得30护甲和魔抗。,0.09,0,4.93,50,4.54,"{""id"":1023,""name"":""应急护甲"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/makeshift1.png"",""trend"":0,""extraData"":{""colorType"":1,""desc"":""己方没有携带任何装备的弈子们，都会获得30护甲和魔抗。"",""stage"":[{""stagePickRate"":0.14,""avgRanking"":6.28},{""stagePickRate"":0.77,""avgRanking"":4.67},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[0.09,0],""avgRanking"":4.93,""pickRate_4"":50,""pickRate_1"":4.54}"
239,4,1152,最佳好友I,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/bestfriends1.png,0,1,在战斗环节开始时，你独立成对的弈子获得10%攻击速度和13护甲。,0.09,0,4.6,58.13,4.65,"{""id"":1152,""name"":""最佳好友I"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/bestfriends1.png"",""trend"":0,""extraData"":{""colorType"":1,""desc"":""在战斗环节开始时，你独立成对的弈子获得10%攻击速度和13护甲。"",""stage"":[{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0.72,""avgRanking"":4.45},{""stagePickRate"":0.16,""avgRanking"":5.25}]},""allPickRate"":[0.09,0],""avgRanking"":4.6,""pickRate_4"":58.13,""pickRate_1"":4.65}"
240,4,10264,列队,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/lineup1.png,0,1,战斗开始时，前两排每有一个己方弈子，你的队伍获得2护甲和魔法抗性。,0.08,0,4.6,56.09,7.31,"{""id"":10264,""name"":""列队"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/lineup1.png"",""trend"":0,""extraData"":{""colorType"":1,""desc"":""战斗开始时，前两排每有一个己方弈子，你的队伍获得2护甲和魔法抗性。"",""stage"":[{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0.5,""avgRanking"":4},{""stagePickRate"":0.35,""avgRanking"":5.47}]},""allPickRate"":[0.08,0],""avgRanking"":4.6,""pickRate_4"":56.09,""pickRate_1"":7.31}"
241,4,30647,散件丰收日,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/museumheist3.png,0,3,在4场玩家对战回合后，获得所有的基础装备各一件。 即刻获得一件随机的基础装备。  剩余战斗数：0/4,0.08,0,5.07,34.14,2.43,"{""id"":30647,""name"":""散件丰收日"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/museumheist3.png"",""trend"":0,""extraData"":{""colorType"":3,""desc"":""在4场玩家对战回合后，获得所有的基础装备各一件。 即刻获得一件随机的基础装备。  剩余战斗数：0/4"",""stage"":[{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0.85,""avgRanking"":5.07}]},""allPickRate"":[0.08,0],""avgRanking"":5.07,""pickRate_4"":34.14,""pickRate_1"":2.43}"
242,4,3269,诅咒冠冕,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/cursedcrown3.png,0,3,提供+2最大队伍规模，并且你的队伍获得4%伤害减免，但你在输掉一场玩家对战回合后会承受2倍的玩家伤害。,0.07,0,4.8,38.88,13.88,"{""id"":3269,""name"":""诅咒冠冕"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/cursedcrown3.png"",""trend"":0,""extraData"":{""colorType"":3,""desc"":""提供+2最大队伍规模，并且你的队伍获得4%伤害减免，但你在输掉一场玩家对战回合后会承受2倍的玩家伤害。"",""stage"":[{""stagePickRate"":0.14,""avgRanking"":4.42},{""stagePickRate"":0.52,""avgRanking"":4.8},{""stagePickRate"":0.08,""avgRanking"":5.5}]},""allPickRate"":[0.07,0],""avgRanking"":4.8,""pickRate_4"":38.88,""pickRate_1"":13.88}"
243,4,1131,战争财宝 I,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/spoilsofwarlegend1.png,0,1,敌人在被击杀时有25%几率掉落战利品。,0.07,0,4.11,62.85,17.14,"{""id"":1131,""name"":""战争财宝 I"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/spoilsofwarlegend1.png"",""trend"":0,""extraData"":{""colorType"":1,""desc"":""敌人在被击杀时有25%几率掉落战利品。"",""stage"":[{""stagePickRate"":0.62,""avgRanking"":3.9},{""stagePickRate"":0.1,""avgRanking"":5.4},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[0.07,0],""avgRanking"":4.11,""pickRate_4"":62.85,""pickRate_1"":17.14}"
244,4,2781,小伙伴,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/tinybutmighty2.png,0,2,你的每个已登场的1费和2费弈子都会为你的4费和5费弈子们提供55生命值和6%攻击速度。,0.07,0,5.65,25.71,2.85,"{""id"":2781,""name"":""小伙伴"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/tinybutmighty2.png"",""trend"":0,""extraData"":{""colorType"":2,""desc"":""你的每个已登场的1费和2费弈子都会为你的4费和5费弈子们提供55生命值和6%攻击速度。"",""stage"":[{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0.16,""avgRanking"":6.5},{""stagePickRate"":0.56,""avgRanking"":5.4}]},""allPickRate"":[0.07,0],""avgRanking"":5.65,""pickRate_4"":25.71,""pickRate_1"":2.85}"
245,4,10236,假人化,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/dummify1.png,2,1,失去你场上和备战席上的所有弈子。获得1个【训练假人】，其生命值为失去所有弈子总生命值的80%。假人每阶段获得1500生命值。获得1个非坦克的2星2费弈子。,0.07,0,5.64,32.35,0,"{""id"":10236,""name"":""假人化"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/dummify1.png"",""trend"":2,""extraData"":{""colorType"":1,""desc"":""失去你场上和备战席上的所有弈子。获得1个【训练假人】，其生命值为失去所有弈子总生命值的80%。假人每阶段获得1500生命值。获得1个非坦克的2星2费弈子。"",""stage"":[{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0.68,""avgRanking"":5.6},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[0.07,0],""avgRanking"":5.64,""pickRate_4"":32.35,""pickRate_1"":0}"
246,4,20664,破灭使者,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/bringerofruin2.png,2,2,【厄塔汗】每参与1次击杀，就会为他永久提供1%法术加成和40最大生命值。获得1个【贝蕾亚】和1个【赛恩】。 (当前击杀数：0),0.06,0,5.21,34.37,6.25,"{""id"":20664,""name"":""破灭使者"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/bringerofruin2.png"",""trend"":2,""extraData"":{""colorType"":2,""desc"":""【厄塔汗】每参与1次击杀，就会为他永久提供1%法术加成和40最大生命值。获得1个【贝蕾亚】和1个【赛恩】。 (当前击杀数：0)"",""stage"":[{""stagePickRate"":0.66,""avgRanking"":5.21},{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[0.06,0],""avgRanking"":5.21,""pickRate_4"":34.37,""pickRate_1"":6.25}"
247,4,30646,与狼共舞,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/chosenwolves3.png,1,3,获得1个【安蓓萨】和1个【千珏】。当【千珏】施放技能时，【安蓓萨】总会获得他们的庇护，获得护盾，并且在被庇护时物理加成。当【安蓓萨】施放技能时，狼灵会撕咬所有被命中的敌人，造成削减过的伤害。,0.06,0,5.46,34.37,3.12,"{""id"":30646,""name"":""与狼共舞"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/chosenwolves3.png"",""trend"":1,""extraData"":{""colorType"":3,""desc"":""获得1个【安蓓萨】和1个【千珏】。当【千珏】施放技能时，【安蓓萨】总会获得他们的庇护，获得护盾，并且在被庇护时物理加成。当【安蓓萨】施放技能时，狼灵会撕咬所有被命中的敌人，造成削减过的伤害。"",""stage"":[{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0.66,""avgRanking"":5.46}]},""allPickRate"":[0.06,0],""avgRanking"":5.46,""pickRate_4"":34.37,""pickRate_1"":3.12}"
248,4,20236,魔像化,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/golemify2.png,2,2,失去你场上和备战席上的所有弈子。获得1个魔像，魔像拥有失去弈子总生命值的60%和总物理加成的50%。魔像每阶段获得1200生命值。获得1个非坦克的2星2费弈子。,0.06,0,5.46,28.57,10.71,"{""id"":20236,""name"":""魔像化"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/golemify2.png"",""trend"":2,""extraData"":{""colorType"":2,""desc"":""失去你场上和备战席上的所有弈子。获得1个魔像，魔像拥有失去弈子总生命值的60%和总物理加成的50%。魔像每阶段获得1200生命值。获得1个非坦克的2星2费弈子。"",""stage"":[{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0.5,""avgRanking"":5.5},{""stagePickRate"":0.08,""avgRanking"":5.25}]},""allPickRate"":[0.06,0],""avgRanking"":5.46,""pickRate_4"":28.57,""pickRate_1"":10.71}"
249,4,3131,战争财宝 III,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/spoilsofwarlegend3.png,2,3,敌人在被击杀时有40%几率掉落令人惊异的战利品。,0.05,0,5.88,15.38,0,"{""id"":3131,""name"":""战争财宝 III"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/spoilsofwarlegend3.png"",""trend"":2,""extraData"":{""colorType"":3,""desc"":""敌人在被击杀时有40%几率掉落令人惊异的战利品。"",""stage"":[{""stagePickRate"":0.43,""avgRanking"":5.95},{""stagePickRate"":0.1,""avgRanking"":5.6},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[0.05,0],""avgRanking"":5.88,""pickRate_4"":15.38,""pickRate_1"":0}"
250,4,20625,宝宝学院,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/earlylearning2.png,2,2,你的队伍获得8%物理加成和法术加成。每场玩家对战回合结束后，该加成提升1%。1费弈子们获得双倍该加成。 物理加成和法术加成：8% 2023云顶之弈拉斯维加斯公开赛,0.05,0,3.88,61.53,15.38,"{""id"":20625,""name"":""宝宝学院"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/earlylearning2.png"",""trend"":2,""extraData"":{""colorType"":2,""desc"":""你的队伍获得8%物理加成和法术加成。每场玩家对战回合结束后，该加成提升1%。1费弈子们获得双倍该加成。 物理加成和法术加成：8% 2023云顶之弈拉斯维加斯公开赛"",""stage"":[{""stagePickRate"":0.47,""avgRanking"":3.91},{""stagePickRate"":0.06,""avgRanking"":3.66},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[0.05,0],""avgRanking"":3.88,""pickRate_4"":61.53,""pickRate_1"":15.38}"
